show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
87;TV Show;High Risk;Jing Wong, Wai-Lun Lam;Jet Li, Chingmy Yau, Jacky Cheung, Charlie Yeung, Suki Kwan, Lik-Chi Lee, Chung-Hsien Yang, Kelvin Wong, Wu Ma, Valerie Chow, Charlie Cho, Billy Chow, Vincent Kok, William Wai-Lun Duen, Chun Hung Cheung, Wai-Keung Tam, Raven Choi, Tak Yuen, Stone Chan, Kwok-Keung Choi, Kwok-Ping Choi, Chin-Chiang Chou, Kwai-Bo Chun, Edward Corbett, Sam Kai-Sen Huang, Chi-Shing Hung, Foo-Keung Kong, Miu Ting Kong, Lung Kwong, Kwok-Kit Lam, Tung-Ching Lau, Wai-Kai Law, Chi Kit Lee, Hung Lu, Siu-Ming Lui, Bo Mang, Yuen-Fan Ng, Fred Tatasciore, Kin-Yung Tsang, Chun-Kang Wang, Hoi-Yiu Wong, Yuan-Shun Wu, Bobby Yip, Corey Yuen, Jessica Gee-George, Lex Lang, Bing Lei Li, Daran Norris, Michelle Ruff;Hong Kong;01/09/2017;1988;TV-PG;1 Season;Action, Comedy, Crime, Thriller;From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.;6,1;4129
88;Movie;How to Be a Player;Lionel C. Martin;Bill Bellamy, Natalie Desselle Reid, Lark Voorhies, Mari Morrow, Pierre Edwards, Jermaine Hopkins, Anthony Johnson, Max Julien, Beverly Johnson, Gilbert Gottfried, Bernie Mac, Stacii Jae Johnson, Elise Neal, J. Anthony Brown, Amber Smith, Devika Parikh, Bebe Drake, Gillian White, Tara Davis, Marta Boyett, Jazsmin Lewis, Licia L. Shearer, Jerod Mixon, Jamal Mixon, D.D. Rainbow, Natashia Williams, Edith Grant, Jesse Collins, Melissa Cross, Claude Pete Bryant, Marta Cunningham, Elizabeth Goldstein, Caren Le Berre, Michael McCary, Marc Kenneth Robinson, Solveig, Gabrielle Tuite, Mathew Lorenceau, Estrella Tamez;United States;01/11/2019;1997;R;94 min;Comedy;Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.;5,4;8879
89;Movie;Darna Mana Hai;Prawaal Raman;Saif Ali Khan, Sameera Reddy, Vivek Oberoi, Antara Mali, Nana Patekar, Sohail Khan, Aftab Shivdasani, Boman Irani, Raghuvir Yadav, Revathi, Shilpa Shetty Kundra, Sanjay Kapoor, Sushant Singh, Isha Koppikar, Rajpal Yadav, Gaurav Kapoor, Peeya Rai Chowdhary, Yusuf Hussain, Rajesh Khera, Malavika, Malavikka, Rahul Singh, Suman;India;01/08/2019;2003;TV-MA;116 min;Horror;Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves.;6,3;3323
90;Movie;Fida;Ken Ghosh;Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma, Aashima Kapoor Bhanushali, Dinesh Hingoo, Viju Khote, Akhilendra Mishra, Naresh Suri, Vivek Vaswani;India;13/10/2020;2004;TV-14;117 min;Action, Crime, Drama, Romance, Thriller;An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.;5,5;2546
91;Movie;Dil;Indra Kumar;Aamir Khan, Madhuri Dixit, Saeed Jaffrey, Deven Verma, Anupam Kher, Shammi, Padma Rani, Rajesh Puri, Satyendra Kapoor, Adi Irani, Dinesh Hingoo, Viju Khote, Birbal, Manmauji, Babbanlal Yadav, Sunil Dhawan, Ajit Vachani, Babloo Mukherjee, Rishi, Kishore Bhanushali, Raman, Johnny Lever, Harjeet, Ramesh Goyal, Dave, Kalpana Divan, Ketki Dave, Jamuna Das, Vikas Anand, Subhash, Azaan Khan;India;12/10/2020;1990;TV-14;165 min;Comedy, Drama, Romance;A miser?s scheme to set his son up with a millionaire?s daughter backfires when the two actually fall in love ? just as his sly charade is revealed.;6,7;5138
92;Movie;The Legend of Bhagat Singh;Rajkumar Santoshi;Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari, Surendra Rajan, Saurabh Dubey, Swaroop Kumar, Arun Patwardhan, Kenneth Desai, Sitaram Panchal, Bhaswar Chatterjee, Amit Dhawan, Harsh Khurana, Kapil Sharma, Indrani Banerjee, Amitabh Bhattacharjee, Shish Khan, Sanjay Sharma, Raja Tomer, Deepak Kumar Bandhu, Niraj Sah, Pradeep Bajpai, Aditya Verma, Romie Jaspal, Sunil Grover, Girish Badlani, Siddharth Hussain, Abir Goswami, Pramod Pathak, Aashu Mohil, Manu Malik, Navin Bhaskar, Praful Chandra, Shreyas Pandit, Rakesh Oon, Kiran Randhawa, Ganesh Yadav, Tony, Padam Singh, Ashok Sharma, Mahesh Raja, Vikki, Piyush Chakravorthy, Vasudevan, Narendra Rawal, Shamsher Singh, Oshima Rekhi, Sukhmani Kohli, Ankush, Karanbir Singh, Renu Soni, Anita, Renu Pandey, Komal Singh, Gyandev Singh, Channi Singh, Nakshdeep Singh, Majahan Prashant, Hayat Asif, Sardar Sohi, Bikramjeet Singh, Prasanna Ketkar, Kishor Mahabole, Ajit Apte, Shehzad Khan, Gurinder Makna, Rajesh Tripathi, Lalit Tiwari, Dileep Patwe, Wahid Hashmi, Shashikant Chawan, Amir Jade, Viju Khote, Gil Alon, Ryan Jonathan, Mark Junior, Mark Senior, Bernard Jakel, Martin, Will Randall, Conrad, Mark, Tim, Richard, Mario, Anita Shabdeesh, Rotem Bar, C. Mario Lindsay, Omkaar, R.P. Singh, Egbert Jan Weeber, Omer Yariv;India;12/10/2020;2002;TV-14;156 min;Action, Biography, Drama, History;This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920.;8,1;15630
93;Movie;Double Jeopardy;Bruce Beresford;Tommy Lee Jones, Ashley Judd, Benjamin Weir, Jay Brazeau, Bruce Greenwood, John Maclaren, Ed Evanko, Annabeth Gish, Bruce Campbell, Brennan Elliott, Angela Schneider, Michael Gaston, Gillian Barber, Tom McBeath, David Jacox, Betsy Brantley, Woody Jeffreys, French Tickner, Roma Maffia, Davenia McFadden, Maria Bitamba, Ben Bode, Robin J. Kelley, Dana Still, Gabrielle Rose, Daniel Lapaine, Maria Herrera, Babs Chula, Enuka Okuma, Peter Kimmerly, George Gordon, David Fredericks, Anna Hagan, Fulvio Cecere, Tracy Vilar, Addison Ridge, Crystal Verge, Joy Coghill, Bernard Cuffling, Barth C. Phillips, Jerome Alexander, Reginald Ringo, George Hunter, Ingrid Torrance, Roger Cross, Pamela Perry, Tim McDermott, Keegan Connor Tracy, Dave Hager, Jason Douglas, Jeannie Grelier Church, Austin B. Church, Mykel Shannon Jenkins, Joe Simon, Charles Detraz, Susan LeCourt-Barbe, Ramona Tyler, C. Barrett Downing, Michelle Stafford, Greg DiLeo, Lance Spellerberg, George Touliatos, Deryl Hayes, Brent Woolsey, Eliza Norbury, Roland Bob Harris, George Montgomery II, Lossen Chambers, Harold Evans, Thomas M. Mathews, Gordon Starling Jr., Spencer Treat Clark, Rondel Reynoldson, Tamer Riad, Nicolas Roye, Jared B. Wells;United States, Germany, Canada;01/07/2020;1999;R;105 min;Crime, Drama, Mystery, Thriller;After being framed and serving time for her husbands supposed murder, Libby decides to kill her late husband for good.;6,5;81500
94;Movie;Hazaaron Khwaishein Aisi;Sudhir Mishra;Kay Kay Menon, Shiney Ahuja, Chitrangda Singh, Ram Kapoor, Saurabh Shukla, Yashpal Sharma, Jasbir Malik, Sohrab Ardeshir, Aditya Bhattacharya, Arif Zakaria, Anupam Shyam, Sandeep Kulkarni, Akhil Mishra, Yusuf Hussain, Manohar Khushlani, Gopal Dubey, Gajraj Rao, Atul Mongia, Tarun Shukla, Deepak Kumar Bandhu, Shilpa Shukla, Mangilal Sharma, Irfan Saurabh, Ravi Singh, Avtar Sahani, Archana Srivastava, Saulat Khan, Arshad Iqbal, Prerna, Mrs. Marwah, Mrs. Kiran, Vinod Jaywant, Dem Clones, Sanjay Gautam, Bhupesh Pandya, Yogesh Gujjar, Bijesh Jayarajan, Jaimini Pathak, Lalit, Abhinav, Riju Bajaj, Sudhir Mishra, Sushil Datta, Pancham Kaushik, Ganeshar Rao, N.B. Mahalaxmi, Anuradha, Virendra Singh, Vinod Nahardi, Vandana Narain, Dibyendu Bhattacharya, Sanjay Kumar Sonu, Alok Guch, Rajiv Srivastava, Amreeta Sabarwal, Satyajit Sharma, V.K. Sharma, Anil Sharma, Ashish Sabherwal, Gilles Chuen, Hemant Tailor, Swanand Kirkire, Pankaj Jha, Samson, Ranjana, Javed Aziz, Anand Vardhan, Samar Ehtesham, Rachna Kaushik, Surendra Vajpayee, Javed Zaidi, Ajay Srivastava, Seema Malik, Malhar Kaushik, Ruchi Narain, Ram Bahadur Renu, Mr. Baghel, Mr. Awasthi, Sanjay Mehta, Kishore, Ghanshyam Garg, Naveen Sadana, Razaq Bhai, Suhas Fadnis, Farooq Sher Khan, Vinod Nahardih, Sanjay Sonu;India, France;15/04/2019;2003;TV-MA;111 min;Drama;In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.;7,9;4837
95;Movie;Rize;David LaChapelle;Larry Berry, Tommy the Clown, Dragon, Jassy Marie, La NiØa, Miss Prissy, Kevin Scott Richardson, Christopher Toler, Ceasare Willis;United States, United Kingdom;01/10/2020;2005;PG-13;87 min;Documentary, Music;This documentary explores krumping, a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.;7,1;3209
96;Movie;Amandla! A Revolution in Four Part Harmony;Lee Hirsch;Walter Cronkite, F.W. de Klerk, Abdullah Ibrahim, Jesse Jackson, Duma Ka Ndlovu, Ronnie Kasrils, Sibongile Khumalo, Vusi Mahlasela, Miriam Makeba, Nelson Mandela, Winnie Mandela, Hugh Masekela, Sophie Mgcina, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Hendrik Frensch Verwoerd, Lindiwe Zulu;South Africa, United States;28/09/2020;2002;PG-13;103 min;Documentary, History, Music;This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.;7,3;594
97;Movie;Pulp Fiction;Quentin Tarantino;Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta, Samuel L. Jackson, Phil LaMarr, Frank Whaley, Burr Steers, Bruce Willis, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Uma Thurman, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle, Susan Griffiths, Eric Clark, Joseph Pilato, Brad Blumenthal, Steve Buscemi, Lorelei Leslie, Emil Sitka, Brenda Hillhouse, Christopher Walken, Chandler Lindauer, Sy Sher, Robert Ruth, Rich Turner, Angela Jones, Don Blakely, Carl Allen, Maria de Medeiros, Karen Maruyama, Kathy Griffin, Venessia Valentino, Linda Kaye, Duane Whitaker, Peter Greene, Stephen Hibbert, Alexis Arquette, Quentin Tarantino, Harvey Keitel, Julia Sweeney, Lawrence Bender, Cie Allman, Rene Beard, Rhys Kirkman, Pui Fan Lee, Justin Mullins, Lori Pizzo, Glendon Rich, Devan Richardson, Richard Rossi, Ani Sava;United States;01/01/2019;1994;R;154 min;Crime, Drama;This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.;8,9;1907147
98;TV Show;The Five;Takashi Ishii;K?ichi Sat?, Masahiro Motoki, Jinpachi Nezu, Kippei Sh?na, Naoto Takenaka, Takeshi Kitano, Kazuya Kimura, Daisuke Iijima, Y?zabur? It?, Ry? Iwamatsu, Maiko Kawakami, Chiaki Kuriyama, Hideo Murota, Eiko Nagashima, Toshiyuki Nagashima, Kanji Tsuda, Shingo Tsurumi, Megumi Yokoyama;Japan;15/09/2017;2016;TV-MA;1 Season;Action, Drama, Crime;Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a womans murder, baffling his family and the police.;6,8;2379
99;Movie;Raising Victor Vargas;Peter Sollett;Victor Rasuk, Donna Maldonado, Kevin Rivera, Krystal Rodriguez, Judy Marte, Melonie Diaz, Matthew Roberts, Alexander Garcia, John Ramos, Theresa Martinez, Altagracia Guzman, Silvestre Rasuk, Wilfree Vasquez, Randy Luna, Jeff Knite, Juan I. Lebron, Jacqueline Rosario, Joe Rosario, Gladys Austin;France, United States;15/09/2020;2002;R;88 min;Drama, Romance;A suave teen sets his sights on a girl who seems beyond his reach. But his game cant be confined to his tiny apartment and familys old-school values.;7,2;5457
100;Movie;Martin Lawrence Live: Runteldat;David Raynr;Martin Lawrence, Nancy ODell, Paul Keeley, Art Cohan, Renato Powell, Mikki Padilla, Christopher Halsted, Dayna Devon, Kris Carraway-Bowman, Kevin Carter;United States;01/12/2019;2002;R;104 min;Documentary, Comedy;This provocative film sheds light on actor-comedian Martin Lawrences roots, his rise to fame and his walk on the wild side.;5,4;1713
101;Movie;Ram Teri Ganga Maili;Raj Kapoor;Rajiv Kapoor, Mandakini, Divya Rana, Saeed Jaffrey, Kulbhushan Kharbanda, Raza Murad, Sushma Seth, Trilok Kapoor, Krishan Dhawan, Vishwa Mehra, Urmila Bhatt, Geeta Kak, A.K. Hangal, Gautam Sarin, Monty Nath, Kamaldeep, Rakesh Bedi, Jagdish Raj, Reshma, Tom Alter, Avtar Gill, C.S. Dubey, Nandini, Raj Rani, Swapna Singh, Javed Khan, Syed Hashmi, Parmar, Gurvinder Singh, Pritam Sharma, Sunil Varma, Donial Burman, Yash Pandit, Rajesh Vivek;India;31/12/2019;1985;TV-14;178 min;Drama, Musical, Romance;Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way.;6,7;995
102;Movie;Swades;Ashutosh Gowariker;Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smit Sheth, Lekh Tandon, Rajesh Vivek, Daya Shankar Pandey, Farrukh Jaffar, Vishnudutt Gaur, Raja Awasthi, V.M. Badola, Bhim Vakani, Rahul Vohra, Rajesh Balwani, Bachan Pachehra, Shreyas Pandit, Peter Rawley, Makrand Deshpande, Mary Guyer, Rich Petrelli;India;01/03/2018;2004;TV-PG;185 min;Drama, Musical;An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.;8,2;87010
103;TV Show;Cardcaptor Sakura;;Sakura Tange, Huyen Chi, Andrea Kwan, Junko Iwao, Aya Hisakawa, Huynh Dong, Thanh Hong, Anh Tuan, Tomokazu Seki, Megumi Ogata, Darren Pleavin, Motoko Kumai, Xuan Trang, Tat My Ly, Hideyuki Tanaka, Tomoko Kawakami, Miwa Matsumoto, Emi Motoi, Minh Chuyen, Yukana, Issei Miyazaki, Emi Shinohara, T?ru Furusawa, Miki It?, Y?ko Minaguchi, Kieu Oanh, Masaya Onosaka, Motomu Kiyokawa, Kotono Mitsuishi, Kazuo Hayashi, Ta Ba Nghi, Nozomu Sasaki, Quoc Tin, Ry?ka Yuzuki, Rei Sakuma, Ky?ko Hikami, Michiko Neya, Osamu Saka, Katsuyuki Konishi, Thuy Tien;Japan;01/06/2020;1999;TV-Y7;2 Seasons;Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance;After a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a Cardcaptor and retrieve them.;8;4705
104;Movie;Game Over;Vikram Jayanti;Marc Ghannoum, Joel Benjamin, Michael Greengard, Anatoli Karpov, Garry Kasparov, Jeff Kisselhof, John Searle, Terry Wogan;Canada, United Kingdom;19/05/2020;2012;TV-14;96 min;Documentary;A woman ends up working at the same nightclub as her son?s girlfriend ? who she doesn?t like ? and tries to break up their relationship.;6,8;1339
105;TV Show;Iris;Richard Eyre;Kate Winslet, Hugh Bonneville, Judi Dench, Jim Broadbent, Eleanor Bron, Angela Morant, Penelope Wilton, Siobhan Hayes, Juliet Aubrey, Joan Bakewell, Nancy Carroll, Kris Marshall, Tom Mannion, Derek Hutchinson, Samuel West, Saira Todd, Juliet Howland, Charlotte Arkwright, Harriet Arkwright, Matilda Allsopp, Steve Edis, Emma Handy, Timothy West, Stephen Marcus, Pauline McLynn, Gabrielle Reidy, Tony Blair, David Blunkett, Kenneth W Caravan, Christy Ring, Gareth Taplin;United Kingdom, United States;16/05/2020;2009;TV-14;1 Season;Biography, Drama, Romance;Two friends lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.;7;17805
106;Movie;What a Girl Wants;Dennie Gordon;Kelly Preston, Soleil McGhee, Colin Firth, Eileen Atkins, Jonathan Pryce, Peter Reeves, James Greene, Amanda Bynes, Steven Osborne, Mike Toller, Tom Penn, Tom Goodfellow, James Bell, Mindy Lee Raskin, Stanley Townsend, Raffaello Degruttola, Tara Summers, Newton Boothe, Oliver James, Pieter Vodden, Nita Mistry, Steven Anderson, Anna Chancellor, Christina Cole, James Woolley, James Linton, Jonah Russell, Ella Desmond Oakley, Peter Hugo, Matthew Turpin, Chris Castle, Ben Scholfield, Charlie Beall, Tom Harper, Natalie Bromley, Stephanie Lane, Bruno Tonioli, Sylvia Syms, Antony Carrick, Neville Phillips, Roger Ashton-Griffiths, Cassie Powney, Connie Powney, Luke Fredericks, Tim Fornara, David Gyasi, Tom Hanna, David Temple, David Whitmey, Andrew Clarke, Peter Clarke, Daniel Tuite, Sarah Mark, Victoria Wicks, Vernon Preston, Elizabeth Richard, Flaminia Cinque, Matt Acheson, Judy Collins, Ethel Crichlow, Ash Croney, Malcolm Davey, Layla Ellison, Peter Jessup, Jafri Jobaid, Tony Kemp, Allan Laza, Annie Lucas, Count Prince Miller, George Miller, Susan Mills, Bharti Patel, Basil Patton, Barrington Shaw, Louis Saint-Juste, Jane Victory, Sian Todd, June Walker, Thomas Michael Voss, Maureen Waters, Francesca De Luca, Tommie Grabiec, Tina Simmons;United States, United Kingdom;01/05/2020;2003;PG;105 min;Comedy, Drama, Family, Romance;In search of the father shes never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.;5,8;61462
107;Movie;Ghayal;Rajkumar Santoshi;Sunny Deol, Amrish Puri, Meenakshi Sheshadri, Moushumi Chatterjee, Kulbhushan Kharbanda, Om Puri, Raj Babbar, Shabbir Khan, Sudesh Berry, Mitwa, Shafi Inamdar, Brahmachari, Sharat Saxena, Annu Kapoor, Viju Khote, Deep Dhillon, Ashalata Wabgaonkar, Disco Shanti, Praveen Kumar, Prabha Mishra, Mahabir Bhullar, Jaya Mathur, Devendra Malhotra, R.K. Bajpai, Abhishek Wahi, Minu Sarkari, Nafisa, Master Shadab, Ajay Soloman, Hanif Shaikh, Jullian, Mukesh Rishi, Kedarnath Saigal;India;31/12/2019;1990;TV-14;163 min;Action, Crime, Drama, Thriller;Framed for his older brothers murder, a boxer seeks violent revenge against the true killer whos torn his family apart.;7,6;4263
108;Movie;The Crow;Alex Proyas;Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Thomson, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito, Bill Raymond, Marco Rodrðguez, Kim Sykes, Rock Taulbee, Norman Max Maxwell, Jeff Cadiente, Henry Kingi Jr., Erik Stabenau, Cassandra Lawton, Lou Criscuolo, Todd Brenner, Joe West, Thomas Rosales Jr., Jeff Imada, Tierre Turner, Tim Parati, Matt Adler, Charles Bazaldua, Jennifer Blanc-Biehn, Theodore Borders, Joseph Chapman, Holly Dorff, Judi M. Durand, Greg Finley, Spencer Garrett, Barbara Harris, Kathleen Kane, Carlyle King, Phillip Lucier, Peter Lurie, Juan Pope, David Randolph, Vernon Scott, Jim Goodall, Brad Laner, James Putnam, Eddie Ruscha, Elizabeth Thompson, Marston Daley, Laura Gomel, Rachel Hollingsworth, Charles Levi, Mark McCabe, Frank Nardiello, Brianne Brozey, Phoebe Dollar, Dale Frye, Aaron Jefford, James OBarr, Hamilton Perkins, Kai Portman, David J. Schow, Michael Sinterniklaas, Tom Wayland;United States;01/01/2019;1994;R;102 min;Action, Drama, Fantasy;One year after Eric Draven and his fianc?e are murdered, Draven ? watched over by a hypnotic crow ? returns from the grave to exact revenge.;7,6;172975
109;Movie;No Direction Home: Bob Dylan;Martin Scorsese;Bob Dylan, B.J. Rolfzen, Dick Kangas, Liam Clancy, Anthony Glover, Paul Nelson, Allen Ginsberg, Dave Van Ronk, Maria Muldaur, John Cohen, Bruce Langhorne, Mark Spoelstra, Suze Rotolo, Izzy Young, Mitch Miller, John Hammond, Pete Seeger, Mavis Staples, Artie Mogull, Harold Leventhal, Joan Baez, Peter Yarrow, Bob Neuwirth, D.A. Pennebaker, Al Kooper, Bob Johnston, Mickey Jones, Johnny Cash, Rick Danko, Ossie Davis, Lamar Fike, Woody Guthrie, Carolyn Hester, Garth Hudson, John F. Kennedy, Martin Luther King, Richard Manuel, Greil Marcus, Christopher Ricks, Robbie Robertson, Manny Roth, Roy Silver, Sean Wilentz, Steve Allen, James Baldwin, Harry Belafonte, Mike Bloomfield, Sonny Bono, Marlon Brando, Cher, David Crosby, James Dean, Billie Holiday, Jacqueline Kennedy, Peter La Farge, Johnny Mathis, Roger McGuinn, John Jacob Niles, Odetta, Lee Harvey Oswald, Patti Page, Webb Pierce, Johnnie Ray, Mario Savio, Martin Scorsese, N. Paul Stookey, Studs Terkel, Mary Allin Travers, Bobby Vee, Gene Vincent, Muddy Waters, Hank Williams, Howlin Wolf;United Kingdom, United States, Japan;25/04/2020;2005;TV-MA;208 min;Documentary, Biography;Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylans life story and extraordinary career.;8,5;11608
110;Movie;Kaal;Soham Shah;Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Parmeet Sethi, Vishal Malhotra, Kushal Punjabi, Vineet Sharma, Daya Shankar Pandey, Vinod Jaywant, Raajan Anand, Vijay Joshi, Gopal Babel, Prem Singh Bisht, Avinash Panday, Randy Miller, Angela De Groot, Shiraz Siddique, Shah Rukh Khan, Malaika Arora;India;01/04/2020;2005;TV-14;126 min;Adventure, Horror, Mystery, Sci-Fi, Thriller;Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one.;4,6;5155
